L,mu,cvr,f,m,cs/cw,BE,CBEmuFactor,CBE_mu_m_Factor,DF+DL,NB 1 day (Fit),NB L days (Fit),NB R+L=1+L days (FitConv),NB m days (FitConv),NB m+1 days (FitConv),NB m+L days (FitConv),NB m+L+1 days (FitConv),LB_S,UB_S,,,,,,,
0,6,1.5,1,5,0.2,30,0.00E+00,1.00E+00,24,3,0,3,22,27,22,27,0,22,,,,,,,
0,6,1.5,1,5,1,1,0.00E+00,0.00E+00,24,5,0,5,29,35,29,35,0,29,,,,,,,
0,6,1.5,1,5,1,6,1.00E+00,0.00E+00,24,5,0,5,29,35,29,35,0,29,,,,,,,
0,6,1.5,1,5,1,30,0.00E+00,1.00E+00,24,5,0,5,29,35,29,35,0,29,,,,,,,
0,6,1.5,1,5,5,1,0.00E+00,0.00E+00,24,9,0,9,38,45,38,45,0,38,,,,,,,
0,6,1.5,1,5,5,6,1.00E+00,0.00E+00,24,9,0,9,38,45,38,45,0,38,,,,,,,
0,6,1.5,1,5,5,30,0.00E+00,1.00E+00,24,9,0,9,38,45,38,45,0,38,,,,,,,
1,2,0.7,0,3,0.2,1,0.00E+00,0.00E+00,4,1,1,3,4,6,6,8,0,6,,,,,,,
1,2,0.7,0,3,0.2,2,1.00E+00,0.00E+00,4,1,1,3,4,6,6,8,0,6,,,,,,,
1,2,0.7,0,3,0.2,6,0.00E+00,1.00E+00,4,1,1,3,4,6,6,8,0,6,,,,,,,
1,2,0.7,0,3,1,1,0.00E+00,0.00E+00,4,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,0.7,0,3,1,2,1.00E+00,0.00E+00,4,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,0.7,0,3,1,6,0.00E+00,1.00E+00,4,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,0.7,0,3,5,1,0.00E+00,0.00E+00,4,3,3,5,8,10,10,12,0,10,,,,,,,
1,2,0.7,0,3,5,2,1.00E+00,0.00E+00,4,3,3,5,8,10,10,12,0,10,,,,,,,
1,2,0.7,0,3,5,6,0.00E+00,1.00E+00,4,3,3,5,8,10,10,12,0,10,,,,,,,
1,2,0.7,0,4,0.2,1,0.00E+00,0.00E+00,4,1,1,3,6,8,8,10,0,8,,,,,,,
1,2,0.7,0,4,0.2,2,1.00E+00,0.00E+00,4,1,1,3,6,8,8,10,0,8,,,,,,,
1,2,0.7,0,4,0.2,8,0.00E+00,1.00E+00,4,1,1,3,6,8,8,10,0,8,,,,,,,
1,2,0.7,0,4,1,1,0.00E+00,0.00E+00,4,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,0.7,0,4,1,2,1.00E+00,0.00E+00,4,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,0.7,0,4,1,8,0.00E+00,1.00E+00,4,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,0.7,0,4,5,1,0.00E+00,0.00E+00,4,3,3,5,10,12,12,14,0,12,,,,,,,
1,2,0.7,0,4,5,2,1.00E+00,0.00E+00,4,3,3,5,10,12,12,14,0,12,,,,,,,
1,2,0.7,0,4,5,8,0.00E+00,1.00E+00,4,3,3,5,10,12,12,14,0,12,,,,,,,
1,2,0.7,0,5,0.2,1,0.00E+00,0.00E+00,4,1,1,3,8,10,10,11,0,10,,,,,,,
1,2,0.7,0,5,0.2,2,1.00E+00,0.00E+00,4,1,1,3,8,10,10,11,0,10,,,,,,,
1,2,0.7,0,5,0.2,10,0.00E+00,1.00E+00,4,1,1,3,8,10,10,11,0,10,,,,,,,
1,2,0.7,0,5,1,1,0.00E+00,0.00E+00,4,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,0.7,0,5,1,2,1.00E+00,0.00E+00,4,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,0.7,0,5,1,10,0.00E+00,1.00E+00,4,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,0.7,0,5,5,1,0.00E+00,0.00E+00,4,3,3,5,12,14,14,17,0,14,,,,,,,
1,2,0.7,0,5,5,2,1.00E+00,0.00E+00,4,3,3,5,12,14,14,17,0,14,,,,,,,
1,2,0.7,0,5,5,10,0.00E+00,1.00E+00,4,3,3,5,12,14,14,17,0,14,,,,,,,
1,2,0.7,0.5,3,0.2,1,0.00E+00,0.00E+00,4,1,1,3,4,6,6,8,0,6,,,,,,,
1,2,0.7,0.5,3,0.2,2,1.00E+00,0.00E+00,4,1,1,3,4,6,6,8,0,6,,,,,,,
1,2,0.7,0.5,3,0.2,6,0.00E+00,1.00E+00,4,1,1,3,4,6,6,8,0,6,,,,,,,
1,2,0.7,0.5,3,1,1,0.00E+00,0.00E+00,4,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,0.7,0.5,3,1,2,1.00E+00,0.00E+00,4,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,0.7,0.5,3,1,6,0.00E+00,1.00E+00,4,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,0.7,0.5,3,5,1,0.00E+00,0.00E+00,4,3,3,5,8,10,10,12,0,10,,,,,,,
1,2,0.7,0.5,3,5,2,1.00E+00,0.00E+00,4,3,3,5,8,10,10,12,0,10,,,,,,,
1,2,0.7,0.5,3,5,6,0.00E+00,1.00E+00,4,3,3,5,8,10,10,12,0,10,,,,,,,
1,2,0.7,0.5,4,0.2,1,0.00E+00,0.00E+00,4,1,1,3,6,8,8,10,0,8,,,,,,,
1,2,0.7,0.5,4,0.2,2,1.00E+00,0.00E+00,4,1,1,3,6,8,8,10,0,8,,,,,,,
1,2,0.7,0.5,4,0.2,8,0.00E+00,1.00E+00,4,1,1,3,6,8,8,10,0,8,,,,,,,
1,2,0.7,0.5,4,1,1,0.00E+00,0.00E+00,4,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,0.7,0.5,4,1,2,1.00E+00,0.00E+00,4,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,0.7,0.5,4,1,8,0.00E+00,1.00E+00,4,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,0.7,0.5,4,5,1,0.00E+00,0.00E+00,4,3,3,5,10,12,12,14,0,12,,,,,,,
1,2,0.7,0.5,4,5,2,1.00E+00,0.00E+00,4,3,3,5,10,12,12,14,0,12,,,,,,,
1,2,0.7,0.5,4,5,8,0.00E+00,1.00E+00,4,3,3,5,10,12,12,14,0,12,,,,,,,
1,2,0.7,0.5,5,0.2,1,0.00E+00,0.00E+00,4,1,1,3,8,10,10,11,0,10,,,,,,,
1,2,0.7,0.5,5,0.2,2,1.00E+00,0.00E+00,4,1,1,3,8,10,10,11,0,10,,,,,,,
1,2,0.7,0.5,5,0.2,10,0.00E+00,1.00E+00,4,1,1,3,8,10,10,11,0,10,,,,,,,
1,2,0.7,0.5,5,1,1,0.00E+00,0.00E+00,4,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,0.7,0.5,5,1,2,1.00E+00,0.00E+00,4,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,0.7,0.5,5,1,10,0.00E+00,1.00E+00,4,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,0.7,0.5,5,5,1,0.00E+00,0.00E+00,4,3,3,5,12,14,14,17,0,14,,,,,,,
1,2,0.7,0.5,5,5,2,1.00E+00,0.00E+00,4,3,3,5,12,14,14,17,0,14,,,,,,,
1,2,0.7,0.5,5,5,10,0.00E+00,1.00E+00,4,3,3,5,12,14,14,17,0,14,,,,,,,
1,2,0.7,1,3,0.2,1,0.00E+00,0.00E+00,4,1,1,3,4,6,6,8,0,6,,,,,,,
1,2,0.7,1,3,0.2,2,1.00E+00,0.00E+00,4,1,1,3,4,6,6,8,0,6,,,,,,,
1,2,0.7,1,3,0.2,6,0.00E+00,1.00E+00,4,1,1,3,4,6,6,8,0,6,,,,,,,
1,2,0.7,1,3,1,1,0.00E+00,0.00E+00,4,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,0.7,1,3,1,2,1.00E+00,0.00E+00,4,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,0.7,1,3,1,6,0.00E+00,1.00E+00,4,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,0.7,1,3,5,1,0.00E+00,0.00E+00,4,3,3,5,8,10,10,12,0,10,,,,,,,
1,2,0.7,1,3,5,2,1.00E+00,0.00E+00,4,3,3,5,8,10,10,12,0,10,,,,,,,
1,2,0.7,1,3,5,6,0.00E+00,1.00E+00,4,3,3,5,8,10,10,12,0,10,,,,,,,
1,2,0.7,1,4,0.2,1,0.00E+00,0.00E+00,4,1,1,3,6,8,8,10,0,8,,,,,,,
1,2,0.7,1,4,0.2,2,1.00E+00,0.00E+00,4,1,1,3,6,8,8,10,0,8,,,,,,,
1,2,0.7,1,4,0.2,8,0.00E+00,1.00E+00,4,1,1,3,6,8,8,10,0,8,,,,,,,
1,2,0.7,1,4,1,1,0.00E+00,0.00E+00,4,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,0.7,1,4,1,2,1.00E+00,0.00E+00,4,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,0.7,1,4,1,8,0.00E+00,1.00E+00,4,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,0.7,1,4,5,1,0.00E+00,0.00E+00,4,3,3,5,10,12,12,14,0,12,,,,,,,
1,2,0.7,1,4,5,2,1.00E+00,0.00E+00,4,3,3,5,10,12,12,14,0,12,,,,,,,
1,2,0.7,1,4,5,8,0.00E+00,1.00E+00,4,3,3,5,10,12,12,14,0,12,,,,,,,
1,2,0.7,1,5,0.2,1,0.00E+00,0.00E+00,4,1,1,3,8,10,10,11,0,10,,,,,,,
1,2,0.7,1,5,0.2,2,1.00E+00,0.00E+00,4,1,1,3,8,10,10,11,0,10,,,,,,,
1,2,0.7,1,5,0.2,10,0.00E+00,1.00E+00,4,1,1,3,8,10,10,11,0,10,,,,,,,
1,2,0.7,1,5,1,1,0.00E+00,0.00E+00,4,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,0.7,1,5,1,2,1.00E+00,0.00E+00,4,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,0.7,1,5,1,10,0.00E+00,1.00E+00,4,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,0.7,1,5,5,1,0.00E+00,0.00E+00,4,3,3,5,12,14,14,17,0,14,,,,,,,
1,2,0.7,1,5,5,2,1.00E+00,0.00E+00,4,3,3,5,12,14,14,17,0,14,,,,,,,
1,2,0.7,1,5,5,10,0.00E+00,1.00E+00,4,3,3,5,12,14,14,17,0,14,,,,,,,
1,2,1,0,3,0.2,1,0.00E+00,0.00E+00,8,1,1,2,4,5,5,7,0,5,,,,,,,
1,2,1,0,3,0.2,2,1.00E+00,0.00E+00,8,1,1,2,4,5,5,7,0,5,,,,,,,
1,2,1,0,3,0.2,6,0.00E+00,1.00E+00,8,1,1,2,4,5,5,7,0,5,,,,,,,
1,2,1,0,3,1,1,0.00E+00,0.00E+00,8,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,1,0,3,1,2,1.00E+00,0.00E+00,8,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,1,0,3,1,6,0.00E+00,1.00E+00,8,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,1,0,3,5,1,0.00E+00,0.00E+00,8,3,3,6,8,11,11,13,0,11,,,,,,,
1,2,1,0,3,5,2,1.00E+00,0.00E+00,8,3,3,6,8,11,11,13,0,11,,,,,,,
1,2,1,0,3,5,6,0.00E+00,1.00E+00,8,3,3,6,8,11,11,13,0,11,,,,,,,
1,2,1,0,4,0.2,1,0.00E+00,0.00E+00,8,1,1,2,5,7,7,9,0,7,,,,,,,
1,2,1,0,4,0.2,2,1.00E+00,0.00E+00,8,1,1,2,5,7,7,9,0,7,,,,,,,
1,2,1,0,4,0.2,8,0.00E+00,1.00E+00,8,1,1,2,5,7,7,9,0,7,,,,,,,
1,2,1,0,4,1,1,0.00E+00,0.00E+00,8,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,1,0,4,1,2,1.00E+00,0.00E+00,8,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,1,0,4,1,8,0.00E+00,1.00E+00,8,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,1,0,4,5,1,0.00E+00,0.00E+00,8,3,3,6,11,13,13,15,0,13,,,,,,,
1,2,1,0,4,5,2,1.00E+00,0.00E+00,8,3,3,6,11,13,13,15,0,13,,,,,,,
1,2,1,0,4,5,8,0.00E+00,1.00E+00,8,3,3,6,11,13,13,15,0,13,,,,,,,
1,2,1,0,5,0.2,1,0.00E+00,0.00E+00,8,1,1,2,7,9,9,10,0,9,,,,,,,
1,2,1,0,5,0.2,2,1.00E+00,0.00E+00,8,1,1,2,7,9,9,10,0,9,,,,,,,
1,2,1,0,5,0.2,10,0.00E+00,1.00E+00,8,1,1,2,7,9,9,10,0,9,,,,,,,
1,2,1,0,5,1,1,0.00E+00,0.00E+00,8,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,1,0,5,1,2,1.00E+00,0.00E+00,8,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,1,0,5,1,10,0.00E+00,1.00E+00,8,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,1,0,5,5,1,0.00E+00,0.00E+00,8,3,3,6,13,15,15,18,0,15,,,,,,,
1,2,1,0,5,5,2,1.00E+00,0.00E+00,8,3,3,6,13,15,15,18,0,15,,,,,,,
1,2,1,0,5,5,10,0.00E+00,1.00E+00,8,3,3,6,13,15,15,18,0,15,,,,,,,
1,2,1,0.5,3,0.2,1,0.00E+00,0.00E+00,12,1,1,2,4,5,5,7,0,5,,,,,,,
1,2,1,0.5,3,0.2,2,1.00E+00,0.00E+00,12,1,1,2,4,5,5,7,0,5,,,,,,,
1,2,1,0.5,3,0.2,6,0.00E+00,1.00E+00,12,1,1,2,4,5,5,7,0,5,,,,,,,
1,2,1,0.5,3,1,1,0.00E+00,0.00E+00,12,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,1,0.5,3,1,2,1.00E+00,0.00E+00,12,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,1,0.5,3,1,6,0.00E+00,1.00E+00,12,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,1,0.5,3,5,1,0.00E+00,0.00E+00,12,3,3,6,8,11,11,13,0,11,,,,,,,
1,2,1,0.5,3,5,2,1.00E+00,0.00E+00,12,3,3,6,8,11,11,13,0,11,,,,,,,
1,2,1,0.5,3,5,6,0.00E+00,1.00E+00,12,3,3,6,8,11,11,13,0,11,,,,,,,
1,2,1,0.5,4,0.2,1,0.00E+00,0.00E+00,12,1,1,2,5,7,7,9,0,7,,,,,,,
1,2,1,0.5,4,0.2,2,1.00E+00,0.00E+00,12,1,1,2,5,7,7,9,0,7,,,,,,,
1,2,1,0.5,4,0.2,8,0.00E+00,1.00E+00,12,1,1,2,5,7,7,9,0,7,,,,,,,
1,2,1,0.5,4,1,1,0.00E+00,0.00E+00,12,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,1,0.5,4,1,2,1.00E+00,0.00E+00,12,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,1,0.5,4,1,8,0.00E+00,1.00E+00,12,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,1,0.5,4,5,1,0.00E+00,0.00E+00,12,3,3,6,11,13,13,15,0,13,,,,,,,
1,2,1,0.5,4,5,2,1.00E+00,0.00E+00,12,3,3,6,11,13,13,15,0,13,,,,,,,
1,2,1,0.5,4,5,8,0.00E+00,1.00E+00,12,3,3,6,11,13,13,15,0,13,,,,,,,
1,2,1,0.5,5,0.2,1,0.00E+00,0.00E+00,12,1,1,2,7,9,9,10,0,9,,,,,,,
1,2,1,0.5,5,0.2,2,1.00E+00,0.00E+00,12,1,1,2,7,9,9,10,0,9,,,,,,,
1,2,1,0.5,5,0.2,10,0.00E+00,1.00E+00,12,1,1,2,7,9,9,10,0,9,,,,,,,
1,2,1,0.5,5,1,1,0.00E+00,0.00E+00,12,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,1,0.5,5,1,2,1.00E+00,0.00E+00,12,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,1,0.5,5,1,10,0.00E+00,1.00E+00,12,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,1,0.5,5,5,1,0.00E+00,0.00E+00,12,3,3,6,13,15,15,18,0,15,,,,,,,
1,2,1,0.5,5,5,2,1.00E+00,0.00E+00,12,3,3,6,13,15,15,18,0,15,,,,,,,
1,2,1,0.5,5,5,10,0.00E+00,1.00E+00,12,3,3,6,13,15,15,18,0,15,,,,,,,
1,2,1,1,3,0.2,1,0.00E+00,0.00E+00,8,1,1,2,4,5,5,7,0,5,,,,,,,
1,2,1,1,3,0.2,2,1.00E+00,0.00E+00,8,1,1,2,4,5,5,7,0,5,,,,,,,
1,2,1,1,3,0.2,6,0.00E+00,1.00E+00,8,1,1,2,4,5,5,7,0,5,,,,,,,
1,2,1,1,3,1,1,0.00E+00,0.00E+00,8,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,1,1,3,1,2,1.00E+00,0.00E+00,8,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,1,1,3,1,6,0.00E+00,1.00E+00,8,2,2,4,6,8,8,10,0,8,,,,,,,
1,2,1,1,3,5,1,0.00E+00,0.00E+00,8,3,3,6,8,11,11,13,0,11,,,,,,,
1,2,1,1,3,5,2,1.00E+00,0.00E+00,8,3,3,6,8,11,11,13,0,11,,,,,,,
1,2,1,1,3,5,6,0.00E+00,1.00E+00,8,3,3,6,8,11,11,13,0,11,,,,,,,
1,2,1,1,4,0.2,1,0.00E+00,0.00E+00,8,1,1,2,5,7,7,9,0,7,,,,,,,
1,2,1,1,4,0.2,2,1.00E+00,0.00E+00,8,1,1,2,5,7,7,9,0,7,,,,,,,
1,2,1,1,4,0.2,8,0.00E+00,1.00E+00,8,1,1,2,5,7,7,9,0,7,,,,,,,
1,2,1,1,4,1,1,0.00E+00,0.00E+00,8,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,1,1,4,1,2,1.00E+00,0.00E+00,8,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,1,1,4,1,8,0.00E+00,1.00E+00,8,2,2,4,8,10,10,12,0,10,,,,,,,
1,2,1,1,4,5,1,0.00E+00,0.00E+00,8,3,3,6,11,13,13,15,0,13,,,,,,,
1,2,1,1,4,5,2,1.00E+00,0.00E+00,8,3,3,6,11,13,13,15,0,13,,,,,,,
1,2,1,1,4,5,8,0.00E+00,1.00E+00,8,3,3,6,11,13,13,15,0,13,,,,,,,
1,2,1,1,5,0.2,1,0.00E+00,0.00E+00,8,1,1,2,7,9,9,10,0,9,,,,,,,
1,2,1,1,5,0.2,2,1.00E+00,0.00E+00,8,1,1,2,7,9,9,10,0,9,,,,,,,
1,2,1,1,5,0.2,10,0.00E+00,1.00E+00,8,1,1,2,7,9,9,10,0,9,,,,,,,
1,2,1,1,5,1,1,0.00E+00,0.00E+00,8,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,1,1,5,1,2,1.00E+00,0.00E+00,8,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,1,1,5,1,10,0.00E+00,1.00E+00,8,2,2,4,10,12,12,14,0,12,,,,,,,
1,2,1,1,5,5,1,0.00E+00,0.00E+00,8,3,3,6,13,15,15,18,0,15,,,,,,,
1,2,1,1,5,5,2,1.00E+00,0.00E+00,8,3,3,6,13,15,15,18,0,15,,,,,,,
1,2,1,1,5,5,10,0.00E+00,1.00E+00,8,3,3,6,13,15,15,18,0,15,,,,,,,
1,2,1.5,0,3,0.2,1,0.00E+00,0.00E+00,14,0,0,1,3,4,4,5,0,4,,,,,,,
1,2,1.5,0,3,0.2,2,1.00E+00,0.00E+00,14,0,0,1,3,4,4,5,0,4,,,,,,,
1,2,1.5,0,3,0.2,6,0.00E+00,1.00E+00,14,0,0,1,3,4,4,5,0,4,,,,,,,
1,2,1.5,0,3,1,1,0.00E+00,0.00E+00,14,1,1,3,5,7,7,9,0,7,,,,,,,
1,2,1.5,0,3,1,2,1.00E+00,0.00E+00,14,1,1,3,5,7,7,9,0,7,,,,,,,
1,2,1.5,0,3,1,6,0.00E+00,1.00E+00,14,1,1,3,5,7,7,9,0,7,,,,,,,
1,2,1.5,0,3,5,1,0.00E+00,0.00E+00,14,4,4,7,9,12,12,14,0,12,,,,,,,
1,2,1.5,0,3,5,2,1.00E+00,0.00E+00,14,4,4,7,9,12,12,14,0,12,,,,,,,
1,2,1.5,0,3,5,6,0.00E+00,1.00E+00,14,4,4,7,9,12,12,14,0,12,,,,,,,
1,2,1.5,0,4,0.2,1,0.00E+00,0.00E+00,14,0,0,1,4,5,5,7,0,5,,,,,,,
1,2,1.5,0,4,0.2,2,1.00E+00,0.00E+00,14,0,0,1,4,5,5,7,0,5,,,,,,,
1,2,1.5,0,4,0.2,8,0.00E+00,1.00E+00,14,0,0,1,4,5,5,7,0,5,,,,,,,
1,2,1.5,0,4,1,1,0.00E+00,0.00E+00,14,1,1,3,7,9,9,11,0,9,,,,,,,
1,2,1.5,0,4,1,2,1.00E+00,0.00E+00,14,1,1,3,7,9,9,11,0,9,,,,,,,
1,2,1.5,0,4,1,8,0.00E+00,1.00E+00,14,1,1,3,7,9,9,11,0,9,,,,,,,
1,2,1.5,0,4,5,1,0.00E+00,0.00E+00,14,4,4,7,12,14,14,17,0,14,,,,,,,
1,2,1.5,0,4,5,2,1.00E+00,0.00E+00,14,4,4,7,12,14,14,17,0,14,,,,,,,
1,2,1.5,0,4,5,8,0.00E+00,1.00E+00,14,4,4,7,12,14,14,17,0,14,,,,,,,
1,2,1.5,0,5,0.2,1,0.00E+00,0.00E+00,14,0,0,1,5,7,7,9,0,7,,,,,,,
1,2,1.5,0,5,0.2,2,1.00E+00,0.00E+00,14,0,0,1,5,7,7,9,0,7,,,,,,,
1,2,1.5,0,5,0.2,10,0.00E+00,1.00E+00,14,0,0,1,5,7,7,9,0,7,,,,,,,
1,2,1.5,0,5,1,1,0.00E+00,0.00E+00,14,1,1,3,9,11,11,13,0,11,,,,,,,
1,2,1.5,0,5,1,2,1.00E+00,0.00E+00,14,1,1,3,9,11,11,13,0,11,,,,,,,
1,2,1.5,0,5,1,10,0.00E+00,1.00E+00,14,1,1,3,9,11,11,13,0,11,,,,,,,
1,2,1.5,0,5,5,1,0.00E+00,0.00E+00,14,4,4,7,14,17,17,19,0,17,,,,,,,
1,2,1.5,0,5,5,2,1.00E+00,0.00E+00,14,4,4,7,14,17,17,19,0,17,,,,,,,
1,2,1.5,0,5,5,10,0.00E+00,1.00E+00,14,4,4,7,14,17,17,19,0,17,,,,,,,
1,2,1.5,0.5,3,0.2,1,0.00E+00,0.00E+00,24,0,0,1,3,4,4,5,0,4,,,,,,,
1,2,1.5,0.5,3,0.2,2,1.00E+00,0.00E+00,24,0,0,1,3,4,4,5,0,4,,,,,,,
1,2,1.5,0.5,3,0.2,6,0.00E+00,1.00E+00,24,0,0,1,3,4,4,5,0,4,,,,,,,
1,2,1.5,0.5,3,1,1,0.00E+00,0.00E+00,24,1,1,3,5,7,7,9,0,7,,,,,,,
1,2,1.5,0.5,3,1,2,1.00E+00,0.00E+00,24,1,1,3,5,7,7,9,0,7,,,,,,,
1,2,1.5,0.5,3,1,6,0.00E+00,1.00E+00,24,1,1,3,5,7,7,9,0,7,,,,,,,
1,2,1.5,0.5,3,5,1,0.00E+00,0.00E+00,24,4,4,7,9,12,12,14,0,12,,,,,,,
1,2,1.5,0.5,3,5,2,1.00E+00,0.00E+00,24,4,4,7,9,12,12,14,0,12,,,,,,,
1,2,1.5,0.5,3,5,6,0.00E+00,1.00E+00,24,4,4,7,9,12,12,14,0,12,,,,,,,
1,2,1.5,0.5,4,0.2,1,0.00E+00,0.00E+00,24,0,0,1,4,5,5,7,0,5,,,,,,,
1,2,1.5,0.5,4,0.2,2,1.00E+00,0.00E+00,24,0,0,1,4,5,5,7,0,5,,,,,,,
1,2,1.5,0.5,4,0.2,8,0.00E+00,1.00E+00,24,0,0,1,4,5,5,7,0,5,,,,,,,
1,2,1.5,0.5,4,1,1,0.00E+00,0.00E+00,24,1,1,3,7,9,9,11,0,9,,,,,,,
1,2,1.5,0.5,4,1,2,1.00E+00,0.00E+00,24,1,1,3,7,9,9,11,0,9,,,,,,,
1,2,1.5,0.5,4,1,8,0.00E+00,1.00E+00,24,1,1,3,7,9,9,11,0,9,,,,,,,
1,2,1.5,0.5,4,5,1,0.00E+00,0.00E+00,24,4,4,7,12,14,14,17,0,14,,,,,,,
1,2,1.5,0.5,4,5,2,1.00E+00,0.00E+00,24,4,4,7,12,14,14,17,0,14,,,,,,,
1,2,1.5,0.5,4,5,8,0.00E+00,1.00E+00,24,4,4,7,12,14,14,17,0,14,,,,,,,
1,2,1.5,0.5,5,0.2,1,0.00E+00,0.00E+00,24,0,0,1,5,7,7,9,0,7,,,,,,,
1,2,1.5,0.5,5,0.2,2,1.00E+00,0.00E+00,24,0,0,1,5,7,7,9,0,7,,,,,,,
1,2,1.5,0.5,5,0.2,10,0.00E+00,1.00E+00,24,0,0,1,5,7,7,9,0,7,,,,,,,
1,2,1.5,0.5,5,1,1,0.00E+00,0.00E+00,24,1,1,3,9,11,11,13,0,11,,,,,,,
1,2,1.5,0.5,5,1,2,1.00E+00,0.00E+00,24,1,1,3,9,11,11,13,0,11,,,,,,,
1,2,1.5,0.5,5,1,10,0.00E+00,1.00E+00,24,1,1,3,9,11,11,13,0,11,,,,,,,
1,2,1.5,0.5,5,5,1,0.00E+00,0.00E+00,24,4,4,7,14,17,17,19,0,17,,,,,,,
1,2,1.5,0.5,5,5,2,1.00E+00,0.00E+00,24,4,4,7,14,17,17,19,0,17,,,,,,,
1,2,1.5,0.5,5,5,10,0.00E+00,1.00E+00,24,4,4,7,14,17,17,19,0,17,,,,,,,
1,2,1.5,1,3,0.2,1,0.00E+00,0.00E+00,14,0,0,1,3,4,4,5,0,4,,,,,,,
1,2,1.5,1,3,0.2,2,1.00E+00,0.00E+00,14,0,0,1,3,4,4,5,0,4,,,,,,,
1,2,1.5,1,3,0.2,6,0.00E+00,1.00E+00,14,0,0,1,3,4,4,5,0,4,,,,,,,
1,2,1.5,1,3,1,1,0.00E+00,0.00E+00,14,1,1,3,5,7,7,9,0,7,,,,,,,
1,2,1.5,1,3,1,2,1.00E+00,0.00E+00,14,1,1,3,5,7,7,9,0,7,,,,,,,
1,2,1.5,1,3,1,6,0.00E+00,1.00E+00,14,1,1,3,5,7,7,9,0,7,,,,,,,
1,2,1.5,1,3,5,1,0.00E+00,0.00E+00,14,4,4,7,9,12,12,14,0,12,,,,,,,
1,2,1.5,1,3,5,2,1.00E+00,0.00E+00,14,4,4,7,9,12,12,14,0,12,,,,,,,
1,2,1.5,1,3,5,6,0.00E+00,1.00E+00,14,4,4,7,9,12,12,14,0,12,,,,,,,
1,2,1.5,1,4,0.2,1,0.00E+00,0.00E+00,14,0,0,1,4,5,5,7,0,5,,,,,,,
1,2,1.5,1,4,0.2,2,1.00E+00,0.00E+00,14,0,0,1,4,5,5,7,0,5,,,,,,,
1,2,1.5,1,4,0.2,8,0.00E+00,1.00E+00,14,0,0,1,4,5,5,7,0,5,,,,,,,
1,2,1.5,1,4,1,1,0.00E+00,0.00E+00,14,1,1,3,7,9,9,11,0,9,,,,,,,
1,2,1.5,1,4,1,2,1.00E+00,0.00E+00,14,1,1,3,7,9,9,11,0,9,,,,,,,
1,2,1.5,1,4,1,8,0.00E+00,1.00E+00,14,1,1,3,7,9,9,11,0,9,,,,,,,
1,2,1.5,1,4,5,1,0.00E+00,0.00E+00,14,4,4,7,12,14,14,17,0,14,,,,,,,
1,2,1.5,1,4,5,2,1.00E+00,0.00E+00,14,4,4,7,12,14,14,17,0,14,,,,,,,
