L,mu,cvr,f,m,cs/cw,BE,CBEmuFactor,CBE_mu_m_Factor,DF+DL,NB 1 day (Fit),NB L days (Fit),NB R+L=1+L days (FitConv),NB m days (FitConv),NB m+1 days (FitConv),NB m+L days (FitConv),NB m+L+1 days (FitConv),LB_S,UB_S,,,,,,,
4,2,0.7,0,4,0.2,2,1.00E+00,0.00E+00,4,1,6,8,6,8,13,15,0,13,,,,,,,
4,2,0.7,0,4,0.2,8,0.00E+00,1.00E+00,4,1,6,8,6,8,13,15,0,13,,,,,,,
4,2,0.7,0,4,1,1,0.00E+00,0.00E+00,4,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,0.7,0,4,1,2,1.00E+00,0.00E+00,4,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,0.7,0,4,1,8,0.00E+00,1.00E+00,4,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,0.7,0,4,5,1,0.00E+00,0.00E+00,4,3,10,12,10,12,19,21,0,19,,,,,,,
4,2,0.7,0,4,5,2,1.00E+00,0.00E+00,4,3,10,12,10,12,19,21,0,19,,,,,,,
4,2,0.7,0,4,5,8,0.00E+00,1.00E+00,4,3,10,12,10,12,19,21,0,19,,,,,,,
5,2,0.7,0,5,0.2,1,0.00E+00,0.00E+00,4,1,8,10,8,10,17,19,0,17,,,,,,,
5,2,0.7,0,5,0.2,2,1.00E+00,0.00E+00,4,1,8,10,8,10,17,19,0,17,,,,,,,
5,2,0.7,0,5,0.2,10,0.00E+00,1.00E+00,4,1,8,10,8,10,17,19,0,17,,,,,,,
5,2,0.7,0,5,1,1,0.00E+00,0.00E+00,4,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,0.7,0,5,1,2,1.00E+00,0.00E+00,4,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,0.7,0,5,1,10,0.00E+00,1.00E+00,4,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,0.7,0,5,5,1,0.00E+00,0.00E+00,4,3,12,14,12,14,23,25,0,23,,,,,,,
5,2,0.7,0,5,5,2,1.00E+00,0.00E+00,4,3,12,14,12,14,23,25,0,23,,,,,,,
5,2,0.7,0,5,5,10,0.00E+00,1.00E+00,4,3,12,14,12,14,23,25,0,23,,,,,,,
3,2,0.7,0.5,3,0.2,1,0.00E+00,0.00E+00,4,1,4,6,4,6,10,11,0,10,,,,,,,
3,2,0.7,0.5,3,0.2,2,1.00E+00,0.00E+00,4,1,4,6,4,6,10,11,0,10,,,,,,,
3,2,0.7,0.5,3,0.2,6,0.00E+00,1.00E+00,4,1,4,6,4,6,10,11,0,10,,,,,,,
3,2,0.7,0.5,3,1,1,0.00E+00,0.00E+00,4,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,0.7,0.5,3,1,2,1.00E+00,0.00E+00,4,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,0.7,0.5,3,1,6,0.00E+00,1.00E+00,4,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,0.7,0.5,3,5,1,0.00E+00,0.00E+00,4,3,8,10,8,10,14,17,0,14,,,,,,,
3,2,0.7,0.5,3,5,2,1.00E+00,0.00E+00,4,3,8,10,8,10,14,17,0,14,,,,,,,
3,2,0.7,0.5,3,5,6,0.00E+00,1.00E+00,4,3,8,10,8,10,14,17,0,14,,,,,,,
4,2,0.7,0.5,4,0.2,1,0.00E+00,0.00E+00,4,1,6,8,6,8,13,15,0,13,,,,,,,
4,2,0.7,0.5,4,0.2,2,1.00E+00,0.00E+00,4,1,6,8,6,8,13,15,0,13,,,,,,,
4,2,0.7,0.5,4,0.2,8,0.00E+00,1.00E+00,4,1,6,8,6,8,13,15,0,13,,,,,,,
4,2,0.7,0.5,4,1,1,0.00E+00,0.00E+00,4,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,0.7,0.5,4,1,2,1.00E+00,0.00E+00,4,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,0.7,0.5,4,1,8,0.00E+00,1.00E+00,4,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,0.7,0.5,4,5,1,0.00E+00,0.00E+00,4,3,10,12,10,12,19,21,0,19,,,,,,,
4,2,0.7,0.5,4,5,2,1.00E+00,0.00E+00,4,3,10,12,10,12,19,21,0,19,,,,,,,
4,2,0.7,0.5,4,5,8,0.00E+00,1.00E+00,4,3,10,12,10,12,19,21,0,19,,,,,,,
5,2,0.7,0.5,5,0.2,1,0.00E+00,0.00E+00,4,1,8,10,8,10,17,19,0,17,,,,,,,
5,2,0.7,0.5,5,0.2,2,1.00E+00,0.00E+00,4,1,8,10,8,10,17,19,0,17,,,,,,,
5,2,0.7,0.5,5,0.2,10,0.00E+00,1.00E+00,4,1,8,10,8,10,17,19,0,17,,,,,,,
5,2,0.7,0.5,5,1,1,0.00E+00,0.00E+00,4,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,0.7,0.5,5,1,2,1.00E+00,0.00E+00,4,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,0.7,0.5,5,1,10,0.00E+00,1.00E+00,4,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,0.7,0.5,5,5,1,0.00E+00,0.00E+00,4,3,12,14,12,14,23,25,0,23,,,,,,,
5,2,0.7,0.5,5,5,2,1.00E+00,0.00E+00,4,3,12,14,12,14,23,25,0,23,,,,,,,
5,2,0.7,0.5,5,5,10,0.00E+00,1.00E+00,4,3,12,14,12,14,23,25,0,23,,,,,,,
3,2,0.7,1,3,0.2,1,0.00E+00,0.00E+00,4,1,4,6,4,6,10,11,0,10,,,,,,,
3,2,0.7,1,3,0.2,2,1.00E+00,0.00E+00,4,1,4,6,4,6,10,11,0,10,,,,,,,
3,2,0.7,1,3,0.2,6,0.00E+00,1.00E+00,4,1,4,6,4,6,10,11,0,10,,,,,,,
3,2,0.7,1,3,1,1,0.00E+00,0.00E+00,4,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,0.7,1,3,1,2,1.00E+00,0.00E+00,4,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,0.7,1,3,1,6,0.00E+00,1.00E+00,4,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,0.7,1,3,5,1,0.00E+00,0.00E+00,4,3,8,10,8,10,14,17,0,14,,,,,,,
3,2,0.7,1,3,5,2,1.00E+00,0.00E+00,4,3,8,10,8,10,14,17,0,14,,,,,,,
3,2,0.7,1,3,5,6,0.00E+00,1.00E+00,4,3,8,10,8,10,14,17,0,14,,,,,,,
4,2,0.7,1,4,0.2,1,0.00E+00,0.00E+00,4,1,6,8,6,8,13,15,0,13,,,,,,,
4,2,0.7,1,4,0.2,2,1.00E+00,0.00E+00,4,1,6,8,6,8,13,15,0,13,,,,,,,
4,2,0.7,1,4,0.2,8,0.00E+00,1.00E+00,4,1,6,8,6,8,13,15,0,13,,,,,,,
4,2,0.7,1,4,1,1,0.00E+00,0.00E+00,4,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,0.7,1,4,1,2,1.00E+00,0.00E+00,4,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,0.7,1,4,1,8,0.00E+00,1.00E+00,4,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,0.7,1,4,5,1,0.00E+00,0.00E+00,4,3,10,12,10,12,19,21,0,19,,,,,,,
4,2,0.7,1,4,5,2,1.00E+00,0.00E+00,4,3,10,12,10,12,19,21,0,19,,,,,,,
4,2,0.7,1,4,5,8,0.00E+00,1.00E+00,4,3,10,12,10,12,19,21,0,19,,,,,,,
5,2,0.7,1,5,0.2,1,0.00E+00,0.00E+00,4,1,8,10,8,10,17,19,0,17,,,,,,,
5,2,0.7,1,5,0.2,2,1.00E+00,0.00E+00,4,1,8,10,8,10,17,19,0,17,,,,,,,
5,2,0.7,1,5,0.2,10,0.00E+00,1.00E+00,4,1,8,10,8,10,17,19,0,17,,,,,,,
5,2,0.7,1,5,1,1,0.00E+00,0.00E+00,4,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,0.7,1,5,1,2,1.00E+00,0.00E+00,4,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,0.7,1,5,1,10,0.00E+00,1.00E+00,4,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,0.7,1,5,5,1,0.00E+00,0.00E+00,4,3,12,14,12,14,23,25,0,23,,,,,,,
5,2,0.7,1,5,5,2,1.00E+00,0.00E+00,4,3,12,14,12,14,23,25,0,23,,,,,,,
5,2,0.7,1,5,5,10,0.00E+00,1.00E+00,4,3,12,14,12,14,23,25,0,23,,,,,,,
3,2,1,0,3,0.2,1,0.00E+00,0.00E+00,8,1,4,5,4,5,9,10,0,9,,,,,,,
3,2,1,0,3,0.2,2,1.00E+00,0.00E+00,8,1,4,5,4,5,9,10,0,9,,,,,,,
3,2,1,0,3,0.2,6,0.00E+00,1.00E+00,8,1,4,5,4,5,9,10,0,9,,,,,,,
3,2,1,0,3,1,1,0.00E+00,0.00E+00,8,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,1,0,3,1,2,1.00E+00,0.00E+00,8,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,1,0,3,1,6,0.00E+00,1.00E+00,8,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,1,0,3,5,1,0.00E+00,0.00E+00,8,3,8,11,8,11,15,18,0,15,,,,,,,
3,2,1,0,3,5,2,1.00E+00,0.00E+00,8,3,8,11,8,11,15,18,0,15,,,,,,,
3,2,1,0,3,5,6,0.00E+00,1.00E+00,8,3,8,11,8,11,15,18,0,15,,,,,,,
4,2,1,0,4,0.2,1,0.00E+00,0.00E+00,8,1,5,7,5,7,12,14,0,12,,,,,,,
4,2,1,0,4,0.2,2,1.00E+00,0.00E+00,8,1,5,7,5,7,12,14,0,12,,,,,,,
4,2,1,0,4,0.2,8,0.00E+00,1.00E+00,8,1,5,7,5,7,12,14,0,12,,,,,,,
4,2,1,0,4,1,1,0.00E+00,0.00E+00,8,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,1,0,4,1,2,1.00E+00,0.00E+00,8,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,1,0,4,1,8,0.00E+00,1.00E+00,8,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,1,0,4,5,1,0.00E+00,0.00E+00,8,3,11,13,11,13,20,22,0,20,,,,,,,
4,2,1,0,4,5,2,1.00E+00,0.00E+00,8,3,11,13,11,13,20,22,0,20,,,,,,,
4,2,1,0,4,5,8,0.00E+00,1.00E+00,8,3,11,13,11,13,20,22,0,20,,,,,,,
5,2,1,0,5,0.2,1,0.00E+00,0.00E+00,8,1,7,9,7,9,16,17,0,16,,,,,,,
5,2,1,0,5,0.2,2,1.00E+00,0.00E+00,8,1,7,9,7,9,16,17,0,16,,,,,,,
5,2,1,0,5,0.2,10,0.00E+00,1.00E+00,8,1,7,9,7,9,16,17,0,16,,,,,,,
5,2,1,0,5,1,1,0.00E+00,0.00E+00,8,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,1,0,5,1,2,1.00E+00,0.00E+00,8,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,1,0,5,1,10,0.00E+00,1.00E+00,8,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,1,0,5,5,1,0.00E+00,0.00E+00,8,3,13,15,13,15,24,27,0,24,,,,,,,
5,2,1,0,5,5,2,1.00E+00,0.00E+00,8,3,13,15,13,15,24,27,0,24,,,,,,,
5,2,1,0,5,5,10,0.00E+00,1.00E+00,8,3,13,15,13,15,24,27,0,24,,,,,,,
3,2,1,0.5,3,0.2,1,0.00E+00,0.00E+00,12,1,4,5,4,5,9,10,0,9,,,,,,,
3,2,1,0.5,3,0.2,2,1.00E+00,0.00E+00,12,1,4,5,4,5,9,10,0,9,,,,,,,
3,2,1,0.5,3,0.2,6,0.00E+00,1.00E+00,12,1,4,5,4,5,9,10,0,9,,,,,,,
3,2,1,0.5,3,1,1,0.00E+00,0.00E+00,12,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,1,0.5,3,1,2,1.00E+00,0.00E+00,12,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,1,0.5,3,1,6,0.00E+00,1.00E+00,12,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,1,0.5,3,5,1,0.00E+00,0.00E+00,12,3,8,11,8,11,15,18,0,15,,,,,,,
3,2,1,0.5,3,5,2,1.00E+00,0.00E+00,12,3,8,11,8,11,15,18,0,15,,,,,,,
3,2,1,0.5,3,5,6,0.00E+00,1.00E+00,12,3,8,11,8,11,15,18,0,15,,,,,,,
4,2,1,0.5,4,0.2,1,0.00E+00,0.00E+00,12,1,5,7,5,7,12,14,0,12,,,,,,,
4,2,1,0.5,4,0.2,2,1.00E+00,0.00E+00,12,1,5,7,5,7,12,14,0,12,,,,,,,
4,2,1,0.5,4,0.2,8,0.00E+00,1.00E+00,12,1,5,7,5,7,12,14,0,12,,,,,,,
4,2,1,0.5,4,1,1,0.00E+00,0.00E+00,12,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,1,0.5,4,1,2,1.00E+00,0.00E+00,12,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,1,0.5,4,1,8,0.00E+00,1.00E+00,12,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,1,0.5,4,5,1,0.00E+00,0.00E+00,12,3,11,13,11,13,20,22,0,20,,,,,,,
4,2,1,0.5,4,5,2,1.00E+00,0.00E+00,12,3,11,13,11,13,20,22,0,20,,,,,,,
4,2,1,0.5,4,5,8,0.00E+00,1.00E+00,12,3,11,13,11,13,20,22,0,20,,,,,,,
5,2,1,0.5,5,0.2,1,0.00E+00,0.00E+00,12,1,7,9,7,9,16,17,0,16,,,,,,,
5,2,1,0.5,5,0.2,2,1.00E+00,0.00E+00,12,1,7,9,7,9,16,17,0,16,,,,,,,
5,2,1,0.5,5,0.2,10,0.00E+00,1.00E+00,12,1,7,9,7,9,16,17,0,16,,,,,,,
5,2,1,0.5,5,1,1,0.00E+00,0.00E+00,12,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,1,0.5,5,1,2,1.00E+00,0.00E+00,12,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,1,0.5,5,1,10,0.00E+00,1.00E+00,12,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,1,0.5,5,5,1,0.00E+00,0.00E+00,12,3,13,15,13,15,24,27,0,24,,,,,,,
5,2,1,0.5,5,5,2,1.00E+00,0.00E+00,12,3,13,15,13,15,24,27,0,24,,,,,,,
5,2,1,0.5,5,5,10,0.00E+00,1.00E+00,12,3,13,15,13,15,24,27,0,24,,,,,,,
3,2,1,1,3,0.2,1,0.00E+00,0.00E+00,8,1,4,5,4,5,9,10,0,9,,,,,,,
3,2,1,1,3,0.2,2,1.00E+00,0.00E+00,8,1,4,5,4,5,9,10,0,9,,,,,,,
3,2,1,1,3,0.2,6,0.00E+00,1.00E+00,8,1,4,5,4,5,9,10,0,9,,,,,,,
3,2,1,1,3,1,1,0.00E+00,0.00E+00,8,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,1,1,3,1,2,1.00E+00,0.00E+00,8,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,1,1,3,1,6,0.00E+00,1.00E+00,8,2,6,8,6,8,12,14,0,12,,,,,,,
3,2,1,1,3,5,1,0.00E+00,0.00E+00,8,3,8,11,8,11,15,18,0,15,,,,,,,
3,2,1,1,3,5,2,1.00E+00,0.00E+00,8,3,8,11,8,11,15,18,0,15,,,,,,,
3,2,1,1,3,5,6,0.00E+00,1.00E+00,8,3,8,11,8,11,15,18,0,15,,,,,,,
4,2,1,1,4,0.2,1,0.00E+00,0.00E+00,8,1,5,7,5,7,12,14,0,12,,,,,,,
4,2,1,1,4,0.2,2,1.00E+00,0.00E+00,8,1,5,7,5,7,12,14,0,12,,,,,,,
4,2,1,1,4,0.2,8,0.00E+00,1.00E+00,8,1,5,7,5,7,12,14,0,12,,,,,,,
4,2,1,1,4,1,1,0.00E+00,0.00E+00,8,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,1,1,4,1,2,1.00E+00,0.00E+00,8,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,1,1,4,1,8,0.00E+00,1.00E+00,8,2,8,10,8,10,16,18,0,16,,,,,,,
4,2,1,1,4,5,1,0.00E+00,0.00E+00,8,3,11,13,11,13,20,22,0,20,,,,,,,
4,2,1,1,4,5,2,1.00E+00,0.00E+00,8,3,11,13,11,13,20,22,0,20,,,,,,,
4,2,1,1,4,5,8,0.00E+00,1.00E+00,8,3,11,13,11,13,20,22,0,20,,,,,,,
5,2,1,1,5,0.2,1,0.00E+00,0.00E+00,8,1,7,9,7,9,16,17,0,16,,,,,,,
5,2,1,1,5,0.2,2,1.00E+00,0.00E+00,8,1,7,9,7,9,16,17,0,16,,,,,,,
5,2,1,1,5,0.2,10,0.00E+00,1.00E+00,8,1,7,9,7,9,16,17,0,16,,,,,,,
5,2,1,1,5,1,1,0.00E+00,0.00E+00,8,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,1,1,5,1,2,1.00E+00,0.00E+00,8,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,1,1,5,1,10,0.00E+00,1.00E+00,8,2,10,12,10,12,20,22,0,20,,,,,,,
5,2,1,1,5,5,1,0.00E+00,0.00E+00,8,3,13,15,13,15,24,27,0,24,,,,,,,
5,2,1,1,5,5,2,1.00E+00,0.00E+00,8,3,13,15,13,15,24,27,0,24,,,,,,,
5,2,1,1,5,5,10,0.00E+00,1.00E+00,8,3,13,15,13,15,24,27,0,24,,,,,,,
3,2,1.5,0,3,0.2,1,0.00E+00,0.00E+00,14,0,3,4,3,4,7,9,0,7,,,,,,,
3,2,1.5,0,3,0.2,2,1.00E+00,0.00E+00,14,0,3,4,3,4,7,9,0,7,,,,,,,
3,2,1.5,0,3,0.2,6,0.00E+00,1.00E+00,14,0,3,4,3,4,7,9,0,7,,,,,,,
3,2,1.5,0,3,1,1,0.00E+00,0.00E+00,14,1,5,7,5,7,11,13,0,11,,,,,,,
3,2,1.5,0,3,1,2,1.00E+00,0.00E+00,14,1,5,7,5,7,11,13,0,11,,,,,,,
3,2,1.5,0,3,1,6,0.00E+00,1.00E+00,14,1,5,7,5,7,11,13,0,11,,,,,,,
3,2,1.5,0,3,5,1,0.00E+00,0.00E+00,14,4,9,12,9,12,17,19,0,17,,,,,,,
3,2,1.5,0,3,5,2,1.00E+00,0.00E+00,14,4,9,12,9,12,17,19,0,17,,,,,,,
3,2,1.5,0,3,5,6,0.00E+00,1.00E+00,14,4,9,12,9,12,17,19,0,17,,,,,,,
4,2,1.5,0,4,0.2,1,0.00E+00,0.00E+00,14,0,4,5,4,5,10,12,0,10,,,,,,,
4,2,1.5,0,4,0.2,2,1.00E+00,0.00E+00,14,0,4,5,4,5,10,12,0,10,,,,,,,
4,2,1.5,0,4,0.2,8,0.00E+00,1.00E+00,14,0,4,5,4,5,10,12,0,10,,,,,,,
4,2,1.5,0,4,1,1,0.00E+00,0.00E+00,14,1,7,9,7,9,15,17,0,15,,,,,,,
4,2,1.5,0,4,1,2,1.00E+00,0.00E+00,14,1,7,9,7,9,15,17,0,15,,,,,,,
4,2,1.5,0,4,1,8,0.00E+00,1.00E+00,14,1,7,9,7,9,15,17,0,15,,,,,,,
4,2,1.5,0,4,5,1,0.00E+00,0.00E+00,14,4,12,14,12,14,22,24,0,22,,,,,,,
4,2,1.5,0,4,5,2,1.00E+00,0.00E+00,14,4,12,14,12,14,22,24,0,22,,,,,,,
4,2,1.5,0,4,5,8,0.00E+00,1.00E+00,14,4,12,14,12,14,22,24,0,22,,,,,,,
5,2,1.5,0,5,0.2,1,0.00E+00,0.00E+00,14,0,5,7,5,7,14,15,0,14,,,,,,,
5,2,1.5,0,5,0.2,2,1.00E+00,0.00E+00,14,0,5,7,5,7,14,15,0,14,,,,,,,
5,2,1.5,0,5,0.2,10,0.00E+00,1.00E+00,14,0,5,7,5,7,14,15,0,14,,,,,,,
5,2,1.5,0,5,1,1,0.00E+00,0.00E+00,14,1,9,11,9,11,19,21,0,19,,,,,,,
5,2,1.5,0,5,1,2,1.00E+00,0.00E+00,14,1,9,11,9,11,19,21,0,19,,,,,,,
5,2,1.5,0,5,1,10,0.00E+00,1.00E+00,14,1,9,11,9,11,19,21,0,19,,,,,,,
5,2,1.5,0,5,5,1,0.00E+00,0.00E+00,14,4,14,17,14,17,26,29,0,26,,,,,,,
5,2,1.5,0,5,5,2,1.00E+00,0.00E+00,14,4,14,17,14,17,26,29,0,26,,,,,,,
5,2,1.5,0,5,5,10,0.00E+00,1.00E+00,14,4,14,17,14,17,26,29,0,26,,,,,,,
3,2,1.5,0.5,3,0.2,1,0.00E+00,0.00E+00,24,0,3,4,3,4,7,9,0,7,,,,,,,
3,2,1.5,0.5,3,0.2,2,1.00E+00,0.00E+00,24,0,3,4,3,4,7,9,0,7,,,,,,,
3,2,1.5,0.5,3,0.2,6,0.00E+00,1.00E+00,24,0,3,4,3,4,7,9,0,7,,,,,,,
3,2,1.5,0.5,3,1,1,0.00E+00,0.00E+00,24,1,5,7,5,7,11,13,0,11,,,,,,,
3,2,1.5,0.5,3,1,2,1.00E+00,0.00E+00,24,1,5,7,5,7,11,13,0,11,,,,,,,
3,2,1.5,0.5,3,1,6,0.00E+00,1.00E+00,24,1,5,7,5,7,11,13,0,11,,,,,,,
3,2,1.5,0.5,3,5,1,0.00E+00,0.00E+00,24,4,9,12,9,12,17,19,0,17,,,,,,,
3,2,1.5,0.5,3,5,2,1.00E+00,0.00E+00,24,4,9,12,9,12,17,19,0,17,,,,,,,
3,2,1.5,0.5,3,5,6,0.00E+00,1.00E+00,24,4,9,12,9,12,17,19,0,17,,,,,,,
4,2,1.5,0.5,4,0.2,1,0.00E+00,0.00E+00,24,0,4,5,4,5,10,12,0,10,,,,,,,
4,2,1.5,0.5,4,0.2,2,1.00E+00,0.00E+00,24,0,4,5,4,5,10,12,0,10,,,,,,,
4,2,1.5,0.5,4,0.2,8,0.00E+00,1.00E+00,24,0,4,5,4,5,10,12,0,10,,,,,,,
4,2,1.5,0.5,4,1,1,0.00E+00,0.00E+00,24,1,7,9,7,9,15,17,0,15,,,,,,,
4,2,1.5,0.5,4,1,2,1.00E+00,0.00E+00,24,1,7,9,7,9,15,17,0,15,,,,,,,
4,2,1.5,0.5,4,1,8,0.00E+00,1.00E+00,24,1,7,9,7,9,15,17,0,15,,,,,,,
4,2,1.5,0.5,4,5,1,0.00E+00,0.00E+00,24,4,12,14,12,14,22,24,0,22,,,,,,,
4,2,1.5,0.5,4,5,2,1.00E+00,0.00E+00,24,4,12,14,12,14,22,24,0,22,,,,,,,
4,2,1.5,0.5,4,5,8,0.00E+00,1.00E+00,24,4,12,14,12,14,22,24,0,22,,,,,,,
5,2,1.5,0.5,5,0.2,1,0.00E+00,0.00E+00,24,0,5,7,5,7,14,15,0,14,,,,,,,
5,2,1.5,0.5,5,0.2,2,1.00E+00,0.00E+00,24,0,5,7,5,7,14,15,0,14,,,,,,,
5,2,1.5,0.5,5,0.2,10,0.00E+00,1.00E+00,24,0,5,7,5,7,14,15,0,14,,,,,,,
5,2,1.5,0.5,5,1,1,0.00E+00,0.00E+00,24,1,9,11,9,11,19,21,0,19,,,,,,,
5,2,1.5,0.5,5,1,2,1.00E+00,0.00E+00,24,1,9,11,9,11,19,21,0,19,,,,,,,
5,2,1.5,0.5,5,1,10,0.00E+00,1.00E+00,24,1,9,11,9,11,19,21,0,19,,,,,,,
5,2,1.5,0.5,5,5,1,0.00E+00,0.00E+00,24,4,14,17,14,17,26,29,0,26,,,,,,,
5,2,1.5,0.5,5,5,2,1.00E+00,0.00E+00,24,4,14,17,14,17,26,29,0,26,,,,,,,
5,2,1.5,0.5,5,5,10,0.00E+00,1.00E+00,24,4,14,17,14,17,26,29,0,26,,,,,,,
3,2,1.5,1,3,0.2,1,0.00E+00,0.00E+00,14,0,3,4,3,4,7,9,0,7,,,,,,,
3,2,1.5,1,3,0.2,2,1.00E+00,0.00E+00,14,0,3,4,3,4,7,9,0,7,,,,,,,
3,2,1.5,1,3,0.2,6,0.00E+00,1.00E+00,14,0,3,4,3,4,7,9,0,7,,,,,,,
3,2,1.5,1,3,1,1,0.00E+00,0.00E+00,14,1,5,7,5,7,11,13,0,11,,,,,,,
3,2,1.5,1,3,1,2,1.00E+00,0.00E+00,14,1,5,7,5,7,11,13,0,11,,,,,,,
3,2,1.5,1,3,1,6,0.00E+00,1.00E+00,14,1,5,7,5,7,11,13,0,11,,,,,,,
3,2,1.5,1,3,5,1,0.00E+00,0.00E+00,14,4,9,12,9,12,17,19,0,17,,,,,,,
3,2,1.5,1,3,5,2,1.00E+00,0.00E+00,14,4,9,12,9,12,17,19,0,17,,,,,,,
3,2,1.5,1,3,5,6,0.00E+00,1.00E+00,14,4,9,12,9,12,17,19,0,17,,,,,,,
4,2,1.5,1,4,0.2,1,0.00E+00,0.00E+00,14,0,4,5,4,5,10,12,0,10,,,,,,,
4,2,1.5,1,4,0.2,2,1.00E+00,0.00E+00,14,0,4,5,4,5,10,12,0,10,,,,,,,
4,2,1.5,1,4,0.2,8,0.00E+00,1.00E+00,14,0,4,5,4,5,10,12,0,10,,,,,,,
4,2,1.5,1,4,1,1,0.00E+00,0.00E+00,14,1,7,9,7,9,15,17,0,15,,,,,,,
4,2,1.5,1,4,1,2,1.00E+00,0.00E+00,14,1,7,9,7,9,15,17,0,15,,,,,,,
4,2,1.5,1,4,1,8,0.00E+00,1.00E+00,14,1,7,9,7,9,15,17,0,15,,,,,,,
4,2,1.5,1,4,5,1,0.00E+00,0.00E+00,14,4,12,14,12,14,22,24,0,22,,,,,,,
4,2,1.5,1,4,5,2,1.00E+00,0.00E+00,14,4,12,14,12,14,22,24,0,22,,,,,,,
4,2,1.5,1,4,5,8,0.00E+00,1.00E+00,14,4,12,14,12,14,22,24,0,22,,,,,,,
5,2,1.5,1,5,0.2,1,0.00E+00,0.00E+00,14,0,5,7,5,7,14,15,0,14,,,,,,,
5,2,1.5,1,5,0.2,2,1.00E+00,0.00E+00,14,0,5,7,5,7,14,15,0,14,,,,,,,
5,2,1.5,1,5,0.2,10,0.00E+00,1.00E+00,14,0,5,7,5,7,14,15,0,14,,,,,,,
5,2,1.5,1,5,1,1,0.00E+00,0.00E+00,14,1,9,11,9,11,19,21,0,19,,,,,,,
5,2,1.5,1,5,1,2,1.00E+00,0.00E+00,14,1,9,11,9,11,19,21,0,19,,,,,,,
5,2,1.5,1,5,1,10,0.00E+00,1.00E+00,14,1,9,11,9,11,19,21,0,19,,,,,,,
5,2,1.5,1,5,5,1,0.00E+00,0.00E+00,14,4,14,17,14,17,26,29,0,26,,,,,,,
5,2,1.5,1,5,5,2,1.00E+00,0.00E+00,14,4,14,17,14,17,26,29,0,26,,,,,,,
5,2,1.5,1,5,5,10,0.00E+00,1.00E+00,14,4,14,17,14,17,26,29,0,26,,,,,,,
3,4,0.7,0,3,0.2,1,0.00E+00,0.00E+00,8,3,10,13,10,13,21,24,0,21,,,,,,,
3,4,0.7,0,3,0.2,4,1.00E+00,0.00E+00,8,3,10,13,10,13,21,24,0,21,,,,,,,
3,4,0.7,0,3,0.2,12,0.00E+00,1.00E+00,8,3,10,13,10,13,21,24,0,21,,,,,,,
3,4,0.7,0,3,1,1,0.00E+00,0.00E+00,8,4,12,16,12,16,24,28,0,24,,,,,,,
3,4,0.7,0,3,1,4,1.00E+00,0.00E+00,8,4,12,16,12,16,24,28,0,24,,,,,,,
3,4,0.7,0,3,1,12,0.00E+00,1.00E+00,8,4,12,16,12,16,24,28,0,24,,,,,,,
3,4,0.7,0,3,5,1,0.00E+00,0.00E+00,8,5,14,19,14,19,27,32,0,27,,,,,,,
